"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"ViralHepatitisCaseReportFormModel.DateofBaselineAnti-HCVTest","ViralHepatitisCaseReportFormModel.DateofBaselineAnti-HCVTest","","","",0,1,"","","","dateTime {[]} {[]}
","Date of Baseline Anti-HCV test (MM/DD/YYYY)","Date of Baseline Anti-HCV test (MM/DD/YYYY)","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DateofBaselineAnti-HCVTest",0,1,"",""
"ViralHepatitisCaseReportFormModel.FirstName","ViralHepatitisCaseReportFormModel.FirstName","","","",0,*,"","","","HumanName {[]} {[]}
","First Name","First Name of the Patient","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.FirstName",0,*,"",""
"ViralHepatitisCaseReportFormModel.MiddleName","ViralHepatitisCaseReportFormModel.MiddleName","","","",0,*,"","","","HumanName {[]} {[]}
","Middle Name","Middle Name of the Patient","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.MiddleName",0,*,"",""
"ViralHepatitisCaseReportFormModel.LastName","ViralHepatitisCaseReportFormModel.LastName","","","",1,1,"","","","HumanName {[]} {[]}
","Last Name","Last Name of the Patient","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.LastName",1,1,"",""
"ViralHepatitisCaseReportFormModel.Suffix","ViralHepatitisCaseReportFormModel.Suffix","","","",0,*,"","","","HumanName {[]} {[]}
","Suffix","Suffix of the Patient","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.Suffix",0,*,"",""
"ViralHepatitisCaseReportFormModel.UniqueIdentifierCode","ViralHepatitisCaseReportFormModel.UniqueIdentifierCode","","","",1,1,"","","","id {[]} {[]}
","Unique Identifier Code for the patient","First two letters of mother's name, First two letters of father's name, birth order, and Birthdate (MM/FF/BO/MM/DD/YYYY)","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.UniqueIdentifierCode",1,1,"",""
"ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.FirstTwoLetterOfMothersName","ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.FirstTwoLetterOfMothersName","","","",1,1,"","","","id {[]} {[]}
","First two letters of mother's name","Format - AA/XX/XX/XX/XX/XXXX","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.FirstTwoLetterOfMothersName",1,1,"",""
"ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.FirstTwoLetterOfFathersName","ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.FirstTwoLetterOfFathersName","","","",1,1,"","","","id {[]} {[]}
","First two letters of father's name","Format - XX/AA/XX/XX/XX/XXXX","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.FirstTwoLetterOfFathersName",1,1,"",""
"ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.BirthOrder","ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.BirthOrder","","","",1,1,"","","","integer {[]} {[]}
","Birth Order","Format - XX/XX/##/XX/XX/XXXX","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.BirthOrder",1,1,"",""
"ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.BirthDate","ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.BirthDate","","","",1,1,"","","","date {[]} {[]}
","Birth Date","Format - XX/XX/XX/MM/DD/YYYY","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.UniqueIdentifierCode.BirthDate",1,1,"",""
"ViralHepatitisCaseReportFormModel.SexAssignedAtBirth","ViralHepatitisCaseReportFormModel.SexAssignedAtBirth","","","",0,1,"","","","code {[]} {[]}
","Sex Assigned at Birth","Sex Assigned at Birth","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.SexAssignedAtBirth",0,1,"",""
"ViralHepatitisCaseReportFormModel.SelfIdentity","ViralHepatitisCaseReportFormModel.SelfIdentity","","","",0,1,"","","","code {[]} {[]}
","Patient Self Identity","Patient Self Identity","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.SelfIdentity",0,1,"",""
"ViralHepatitisCaseReportFormModel.IsShePregnant","ViralHepatitisCaseReportFormModel.IsShePregnant","","","",0,*,"","","","code {[]} {[]}
","If female, is she pregnant?","If female, is she pregnant?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.IsShePregnant",0,*,"",""
"ViralHepatitisCaseReportFormModel.IsShePregnant.IsShePregnant","ViralHepatitisCaseReportFormModel.IsShePregnant.IsShePregnant","","","",0,*,"","","","CodeableConcept {[]} {[]}
","If female, is she pregnant?","If female, is she pregnant?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.IsShePregnant.IsShePregnant",0,*,"",""
"ViralHepatitisCaseReportFormModel.NumberOfChildren","ViralHepatitisCaseReportFormModel.NumberOfChildren","","","",0,*,"","","","integer {[]} {[]}
","Number of Children","Number of Children","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.NumberOfChildren",0,*,"",""
"ViralHepatitisCaseReportFormModel.CivilStatus","ViralHepatitisCaseReportFormModel.CivilStatus","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Civil Status","Civil Status","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.CivilStatus",0,*,"",""
"ViralHepatitisCaseReportFormModel.Nationality","ViralHepatitisCaseReportFormModel.Nationality","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Nationality","Nationality","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.Nationality",0,*,"",""
"ViralHepatitisCaseReportFormModel.AgeInYears","ViralHepatitisCaseReportFormModel.AgeInYears","","","",1,1,"","","","Age {[]} {[]}
","Age of Patient in Years","Age of Patient in Years","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.AgeInYears",1,1,"",""
"ViralHepatitisCaseReportFormModel.PhilHealthNo","ViralHepatitisCaseReportFormModel.PhilHealthNo","","","",1,1,"","","","Identifier {[]} {[]}
","PhilHealth Number of the Patient","PhilHealth Number of the Patient","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.PhilHealthNo",1,1,"",""
"ViralHepatitisCaseReportFormModel.CurrentAddressCityMunicipality","ViralHepatitisCaseReportFormModel.CurrentAddressCityMunicipality","","","",1,*,"","","","Address {[]} {[]}
","Current City/Municipality Address of the Patient","Current City/Municipality Address of the Patient","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.CurrentAddressCityMunicipality",1,*,"",""
"ViralHepatitisCaseReportFormModel.CurrentAddressProvince","ViralHepatitisCaseReportFormModel.CurrentAddressProvince","","","",1,*,"","","","Address {[]} {[]}
","Current Province Address of the Patient","Current Province Address of the Patient","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.CurrentAddressProvince",1,*,"",""
"ViralHepatitisCaseReportFormModel.CurrentAddressRegion","ViralHepatitisCaseReportFormModel.CurrentAddressRegion","","","",1,*,"","","","Address {[]} {[]}
","Current Region Address of the Patient","Current Region Address of the Patient","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.CurrentAddressRegion",1,*,"",""
"ViralHepatitisCaseReportFormModel.PermanentAddressCityMunicipality","ViralHepatitisCaseReportFormModel.PermanentAddressCityMunicipality","","","",1,*,"","","","Address {[]} {[]}
","Permanent City/Municipality Address of the Patient","Permanent City/Municipality Address of the Patient","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.PermanentAddressCityMunicipality",1,*,"",""
"ViralHepatitisCaseReportFormModel.PermanentAddressProvince","ViralHepatitisCaseReportFormModel.PermanentAddressProvince","","","",1,*,"","","","Address {[]} {[]}
","Permanent Province Address of the Patient","Permanent Province Address of the Patient","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.PermanentAddressProvince",1,*,"",""
"ViralHepatitisCaseReportFormModel.PermanentAddressRegion","ViralHepatitisCaseReportFormModel.PermanentAddressRegion","","","",1,*,"","","","Address {[]} {[]}
","Permanent Region Address of the Patient","Permanent Region Address of the Patient","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.PermanentAddressRegion",1,*,"",""
"ViralHepatitisCaseReportFormModel.DidTheClientsMotherTestPositiveForHepatitisB","ViralHepatitisCaseReportFormModel.DidTheClientsMotherTestPositiveForHepatitisB","","","",1,1,"","","","BackboneElement {[]} {[]}
","History of Client's mother for Hepatitis B","Did the client's mother test positive for Hepatitis B?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DidTheClientsMotherTestPositiveForHepatitisB",1,1,"",""
"ViralHepatitisCaseReportFormModel.DidTheClientsMotherTestPositiveForHepatitisC","ViralHepatitisCaseReportFormModel.DidTheClientsMotherTestPositiveForHepatitisC","","","",1,1,"","","","BackboneElement {[]} {[]}
","History of Client's mother for Hepatitis C","Did the client's mother test positive for Hepatitis C?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DidTheClientsMotherTestPositiveForHepatitisC",1,1,"",""
"ViralHepatitisCaseReportFormModel.DidTheClientsSpouseOrPartnerTestPositiveForHepatitisB","ViralHepatitisCaseReportFormModel.DidTheClientsSpouseOrPartnerTestPositiveForHepatitisB","","","",1,1,"","","","BackboneElement {[]} {[]}
","History of Client's Spouse/Partner for Hepatitis B","Did the client's spouse/partner test positive for Hepatitis B?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DidTheClientsSpouseOrPartnerTestPositiveForHepatitisB",1,1,"",""
"ViralHepatitisCaseReportFormModel.DidTheClientsSpouseOrPartnerTestPositiveForHepatitisC","ViralHepatitisCaseReportFormModel.DidTheClientsSpouseOrPartnerTestPositiveForHepatitisC","","","",1,1,"","","","BackboneElement {[]} {[]}
","History of Client's Spouse/Partner for Hepatitis C","Did the client's spouse/partner test positive for Hepatitis C?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DidTheClientsSpouseOrPartnerTestPositiveForHepatitisC",1,1,"",""
"ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfSharingNeedleAndOrSyringeWithOthers","ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfSharingNeedleAndOrSyringeWithOthers","","","",1,1,"","","","CodeableConcept {[]} {[]}
","History of client of using/sharing needle or syringe with others","Does the client have history of sharing needle and/or syringe with others?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfSharingNeedleAndOrSyringeWithOthers",1,1,"",""
"ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfInjectingDrugs","ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfInjectingDrugs","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Does the client have history of injecting drugs?","Does the client have history of injecting drugs?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfInjectingDrugs",1,1,"",""
"ViralHepatitisCaseReportFormModel.HasTheClientBeenAccidentallyPrickedByObjectContaminatedWithBlood","ViralHepatitisCaseReportFormModel.HasTheClientBeenAccidentallyPrickedByObjectContaminatedWithBlood","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Has the client been accidentally pricked by needles/sharps or other objects contaminated with blood?","Has the client been accidentally pricked by needles/sharps or other objects contaminated with blood?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.HasTheClientBeenAccidentallyPrickedByObjectContaminatedWithBlood",1,1,"",""
"ViralHepatitisCaseReportFormModel.DidTheClientReceiveATattoo","ViralHepatitisCaseReportFormModel.DidTheClientReceiveATattoo","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Did the client receive a tattoo?","Did the client receive a tattoo?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DidTheClientReceiveATattoo",1,1,"",""
"ViralHepatitisCaseReportFormModel.WasThereAHistoryInThePastYearOfSexualIntercourseWithAMale","ViralHepatitisCaseReportFormModel.WasThereAHistoryInThePastYearOfSexualIntercourseWithAMale","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Was there a history(past year) of sexual intercourse with a male?","Was there a history(past year) of sexual intercourse with a male?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.WasThereAHistoryInThePastYearOfSexualIntercourseWithAMale",1,1,"",""
"ViralHepatitisCaseReportFormModel.WasThereAHistoryInThePastYearOfSexualIntercourseWithAFemale","ViralHepatitisCaseReportFormModel.WasThereAHistoryInThePastYearOfSexualIntercourseWithAFemale","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Was there a history(past year) of sexual intercourse with a female?","Was there a history(past year) of sexual intercourse with a female?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.WasThereAHistoryInThePastYearOfSexualIntercourseWithAFemale",1,1,"",""
"ViralHepatitisCaseReportFormModel.DoesTheClientPayInCashOrInKindForSex","ViralHepatitisCaseReportFormModel.DoesTheClientPayInCashOrInKindForSex","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Does the client pay (in cash or in kind) for sex?","Does the client pay (in cash or in kind) for sex?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DoesTheClientPayInCashOrInKindForSex",1,1,"",""
"ViralHepatitisCaseReportFormModel.DoesTheClientAcceptPaymentInCashOrInKindInExchangeForSex","ViralHepatitisCaseReportFormModel.DoesTheClientAcceptPaymentInCashOrInKindInExchangeForSex","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Does the client accept payment (in cash or in kind) in exchange for sex?","Does the client accept payment (in cash or in kind) in exchange for sex?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DoesTheClientAcceptPaymentInCashOrInKindInExchangeForSex",1,1,"",""
"ViralHepatitisCaseReportFormModel.WasThereAHistoryOfEmploymentAbroadInThePast","ViralHepatitisCaseReportFormModel.WasThereAHistoryOfEmploymentAbroadInThePast","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Was there a history of employment abroad in the past?","Was there a history of employment abroad in the past?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.WasThereAHistoryOfEmploymentAbroadInThePast",1,1,"",""
"ViralHepatitisCaseReportFormModel.IsThereAFamilyHistoryOfHCCOrPrimaryLiverCancer","ViralHepatitisCaseReportFormModel.IsThereAFamilyHistoryOfHCCOrPrimaryLiverCancer","","","",1,1,"","","","BackboneElement {[]} {[]}
","History of Client's family on Hepatocellular Carcinoma (HCC)/Primary Liver Cancer","Is there a family history of Hepatocellular Carcinoma (HCC)/primary liver cancer?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.IsThereAFamilyHistoryOfHCCOrPrimaryLiverCancer",1,1,"",""
"ViralHepatitisCaseReportFormModel.DoesTheClientHaveHCCPriorToHepatitisBAndOrHepatitisCDiagnosis","ViralHepatitisCaseReportFormModel.DoesTheClientHaveHCCPriorToHepatitisBAndOrHepatitisCDiagnosis","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Client's History of having Hepatocellular Carcinoma","Does the client have hepatocellular carcinoma prior to Hepatitis B and/or Hepatitis C diagnosis?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DoesTheClientHaveHCCPriorToHepatitisBAndOrHepatitisCDiagnosis",1,1,"",""
"ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfReceivingBloodOrBloodProducts","ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfReceivingBloodOrBloodProducts","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Client's History of Receiving Blood or Blood Products","Does the client have history of receiving blood/blood products?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfReceivingBloodOrBloodProducts",1,1,"",""
"ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfUndergoingHemodialysis","ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfUndergoingHemodialysis","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Client's History of undergoing hemodialysis","Does the client have history of undergoing hemodialysis?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfUndergoingHemodialysis",1,1,"",""
"ViralHepatitisCaseReportFormModel.WasThereAHistoryOfBeingVaccinatedForHepatitisA","ViralHepatitisCaseReportFormModel.WasThereAHistoryOfBeingVaccinatedForHepatitisA","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Client's History of Being Vaccinated for Hepatitis A","Was there a history of being vaccinated for Hepatitis A?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.WasThereAHistoryOfBeingVaccinatedForHepatitisA",1,1,"",""
"ViralHepatitisCaseReportFormModel.WasThereAHistoryOfBeingVaccinatedForHepatitisB","ViralHepatitisCaseReportFormModel.WasThereAHistoryOfBeingVaccinatedForHepatitisB","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Client's History of Being Vaccinated for Hepatitis B","Was there a history of being vaccinated for Hepatitis B?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.WasThereAHistoryOfBeingVaccinatedForHepatitisB",1,1,"",""
"ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfHIVTreatmentPriorToEnrollment","ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfHIVTreatmentPriorToEnrollment","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Client's History of Undergoing HIV Treatment Prior to Enrollment","Does the client have history of HIV treatment prior to enrollment?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.DoesTheClientHaveHistoryOfHIVTreatmentPriorToEnrollment",1,1,"",""
"ViralHepatitisCaseReportFormModel.HIVIfTheClientHasHistoryOfTakingAntiretroviralDrugForHIV","ViralHepatitisCaseReportFormModel.HIVIfTheClientHasHistoryOfTakingAntiretroviralDrugForHIV","","","",1,1,"","","","BackboneElement {[]} {[]}
","The Client has history of testing positive for HIV prior to the baseline diagnosis of viral hepatitis","Did the client tested positive for HIV prior to baseline diagnosis of hepatitis?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.HIVIfTheClientHasHistoryOfTakingAntiretroviralDrugForHIV",1,1,"",""
"ViralHepatitisCaseReportFormModel.HIVIfTheClientHasHistoryOfTakingAntiretroviralDrugForHIV.NoYesHIVMedsTaken","ViralHepatitisCaseReportFormModel.HIVIfTheClientHasHistoryOfTakingAntiretroviralDrugForHIV.NoYesHIVMedsTaken","","","",1,1,"","","","BackboneElement {[]} {[]}
","List of Antiretroviral Drugs for HIV Taken","If the client has history of taking antiretroviral drugs, please specify the drug(s) used","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.HIVIfTheClientHasHistoryOfTakingAntiretroviralDrugForHIV.NoYesHIVMedsTaken",1,1,"",""
"ViralHepatitisCaseReportFormModel.HepatitisBIfTheClientHasHistoryOfTakingAntiviralDrugForHepB","ViralHepatitisCaseReportFormModel.HepatitisBIfTheClientHasHistoryOfTakingAntiviralDrugForHepB","","","",1,1,"","","","BackboneElement {[]} {[]}
","The Client has history of testing positive for Hepatitis B prior to the baseline diagnosis of viral hepatitis","Did the client tested positive for Hepatitis B prior to baseline diagnosis of hepatitis?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.HepatitisBIfTheClientHasHistoryOfTakingAntiviralDrugForHepB",1,1,"",""
"ViralHepatitisCaseReportFormModel.HepatitisBIfTheClientHasHistoryOfTakingAntiviralDrugForHepB.NoYesHepatitisBMedsTaken","ViralHepatitisCaseReportFormModel.HepatitisBIfTheClientHasHistoryOfTakingAntiviralDrugForHepB.NoYesHepatitisBMedsTaken","","","",1,1,"","","","BackboneElement {[]} {[]}
","List of Antiviral Drugs for Hepatitis B Taken","If the client has history of taking antiviral drugs for Hepatitis B, please specify the drug(s) used","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.HepatitisBIfTheClientHasHistoryOfTakingAntiviralDrugForHepB.NoYesHepatitisBMedsTaken",1,1,"",""
"ViralHepatitisCaseReportFormModel.HepatitisCIfTheClientHasHistoryOfTakingAntiviralDrugForHepC","ViralHepatitisCaseReportFormModel.HepatitisCIfTheClientHasHistoryOfTakingAntiviralDrugForHepC","","","",1,1,"","","","BackboneElement {[]} {[]}
","The Client has history of testing positive for Hepatitis C prior to the baseline diagnosis of viral hepatitis","Did the client tested positive for Hepatitis C prior to baseline diagnosis of hepatitis?","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.HepatitisCIfTheClientHasHistoryOfTakingAntiviralDrugForHepC",1,1,"",""
"ViralHepatitisCaseReportFormModel.HepatitisCIfTheClientHasHistoryOfTakingAntiviralDrugForHepC.NoYesHepatitisCMedsTaken","ViralHepatitisCaseReportFormModel.HepatitisCIfTheClientHasHistoryOfTakingAntiviralDrugForHepC.NoYesHepatitisCMedsTaken","","","",1,1,"","","","BackboneElement {[]} {[]}
","List of Antiviral Drugs for Hepatitis C Taken","If the client has history of taking antiviral drugs for Hepatitis C, please specify the drug(s) used","","","","","","","","","",,,,,"",,,,"ViralHepatitisCaseReportFormModel.HepatitisCIfTheClientHasHistoryOfTakingAntiviralDrugForHepC.NoYesHepatitisCMedsTaken",1,1,"",""
